name,testers,averageRating,rankingStDev
Rise of Extus,1,3,0
Prismari Pledgemage,1,3,0
Teach by Example,1,3,0
Mortality Spear,3,3,0
Lorehold Pledgemage,1,3,0
Elemental Summoning,1,3,0
Silverquill Pledgemage,1,3,0
Inkling Summoning,2,2.75,0.25
Shineshadow Snarl,4,2.525,0.476313972
Abundant Harvest,57,2.519298246,0.438673677
Eureka Moment,2,2.5,0
Reduce to Memory,1,2.5,0
Lorehold Excavation,2,2.5,0.5
Furycalm Snarl,4,2.5,0.5
Excavated Wall,1,2.5,0
Elemental Expressionist,2,2.5,0.5
Academic Probation,1,2.5,0
Strixhaven Stadium,2,2.5,0.5
Spirit Summoning,2,2.5,0.5
Vineglimmer Snarl,4,2.475,0.526189129
Necroblossom Snarl,4,2.475,0.526189129
Tempted by the Oriq,4,2.45,0.618465844
Elite Spellbinder,139,2.410071942,0.435856052
"Killian, Ink Duelist",11,2.409090909,0.516024216
Prismari Command,130,2.400769231,0.451407398
Witherbloom Pledgemage,2,2.4,0.6
Prismari Campus,2,2.4,0.4
Thrilling Discovery,2,2.4,0.6
Vanishing Verse,86,2.381395349,0.57131257
Draconic Intervention,4,2.375,0.449305019
Manifestation Sage,5,2.36,0.422374242
Rip Apart,105,2.358095238,0.476651206
Baleful Mastery,120,2.355833333,0.508723211
Quandrix Pledgemage,3,2.333333333,0.942809042
Pop Quiz,3,2.333333333,0.478423336
Mascot Exhibition,3,2.333333333,0.23570226
Daemogoth Woe-Eater,6,2.333333333,0.410960934
Introduction to Prophecy,3,2.333333333,0.23570226
Shadrix Silverquill,6,2.316666667,0.684145858
"Quintorius, Field Historian",3,2.3,0.21602469
Pest Summoning,2,2.3,0.7
Sedgemoor Witch,142,2.294366197,0.453433637
Decisive Denial,19,2.273684211,0.537873107
Symmetry Sage,12,2.258333333,0.606160503
Fractal Summoning,2,2.25,0.75
Gnarled Professor,4,2.25,0.433012702
Wandering Archaic // Explore the Vastlands,9,2.244444444,0.525168991
Containment Breach,3,2.233333333,0.524933858
Witherbloom Command,40,2.2075,0.517391293
Make Your Mark,5,2.2,0.748331477
Clever Lumimancer,21,2.2,0.701019666
Moldering Karok,1,2.2,0
Culmination of Studies,2,2.2,0.8
Bayou Groff,1,2.2,0
Biblioplex Assistant,1,2.2,0
Igneous Inspiration,3,2.2,0.588784058
Quandrix Command,40,2.19,0.470531614
Beledros Witherbloom,5,2.18,0.685273668
Frostboil Snarl,5,2.18,0.411825206
Dramatic Finale,4,2.175,0.491807889
Dragonsguard Elite,38,2.168421053,0.578157356
Closing Statement,3,2.166666667,0.38586123
Witherbloom Campus,2,2.15,0.45
Expanded Anatomy,4,2.125,0.216506351
Mage Duel,2,2.1,0.9
Selfless Glyphweaver // Deadly Vanity,2,2.1,0.4
Culling Ritual,12,2.091666667,0.528296529
Galazeth Prismari,22,2.090909091,0.578327597
Curate,37,2.086486486,0.534821093
Rushed Rebirth,7,2.085714286,0.579232427
Expressive Iteration,25,2.068,0.366300423
Ecological Appreciation,9,2.066666667,0.454606057
Silverquill Silencer,6,2.066666667,0.587839736
Velomachus Lorehold,14,2.064285714,0.54196355
Torrent Sculptor // Flamethrower Sonata,5,2.06,0.344093011
Quandrix Apprentice,20,2.06,0.556237359
Fracture,21,2.057142857,0.514153422
Magma Opus,6,2.05,0.582380174
Confront the Past,4,2.05,0.687386354
Efreet Flamepainter,3,2.033333333,0.684754619
Blade Historian,7,2.028571429,0.660550173
Reconstruct History,8,2.025,0.601560471
Venerable Warsinger,33,2.021212121,0.482893787
Professor of Symbology,10,2.02,0.589576119
Conspiracy Theorist,50,2.004,0.51106164
Mercurial Transformation,2,2,0
Poet's Quill,4,2,0.5
Cram Session,2,2,1
"Kasmina, Enigma Sage",4,2,0.587367006
Square Up,2,2,1
Quandrix Campus,1,2,0
Accomplished Alchemist,1,2,0
Bury in Books,1,2,0
Big Play,1,2,0
Mage Hunters' Onslaught,2,2,1
Spectacle Mage,1,2,0
Verdant Mastery,1,2,0
Professor's Warning,2,2,0.5
Eyetwitch,1,2,0
Bookwurm,3,2,0
"Jadzi, Oracle of Arcavios // Journey to the Oracle",3,2,0.40824829
Dream Strix,1,2,0
Waterfall Aerialist,1,2,0
Shadewing Laureate,1,2,0
Charge Through,1,2,0
Tanazir Quandrix,2,2,0
Basic Conjuration,2,2,0.5
Humiliate,7,1.985714286,0.596246764
Silverquill Command,9,1.977777778,0.507231654
Lash of Malice,15,1.96,0.552328405
Semester's End,7,1.957142857,0.483608882
"Plargg, Dean of Chaos // Augusta, Dean of Order",30,1.956666667,0.521972754
"Valentin, Dean of the Vein // Lisette, Dean of the Root",15,1.946666667,0.579501702
Zephyr Boots,7,1.942857143,0.597272713
Leonin Lightscribe,43,1.934883721,0.50847868
Radiant Scrollwielder,6,1.933333333,0.344802681
Blood Researcher,3,1.933333333,0.169967317
Oriq Loremage,6,1.933333333,0.724952106
Callous Bloodmage,38,1.928947368,0.605200226
"Mila, Crafty Companion // Lukka, Wayward Bonder",16,1.925,0.443705984
Lorehold Command,21,1.923809524,0.468944876
"Rowan, Scholar of Sparks // Will, Scholar of Frost",13,1.923076923,0.514637806
Hall of Oracles,10,1.92,0.517300686
"Shaile, Dean of Radiance // Embrose, Dean of Shadow",12,1.916666667,0.532029657
"Zimone, Quandrix Prodigy",3,1.9,0.374165739
Academic Dispute,2,1.9,0.1
Lorehold Campus,1,1.9,0
Dueling Coach,2,1.9,0.1
Storm-Kiln Artist,5,1.9,0.8
Strict Proctor,16,1.85625,0.553363296
Devastating Mastery,2,1.85,0.35
Plumb the Forbidden,15,1.846666667,0.419311605
Professor Onyx,11,1.836363636,0.253243423
Hunt for Specimens,3,1.833333333,0.23570226
Introduction to Annihilation,3,1.833333333,0.623609564
Essence Infusion,3,1.833333333,0.23570226
Emergent Sequence,17,1.829411765,0.574727256
Hofri Ghostforge,15,1.826666667,0.501287232
The Biblioplex,4,1.825,0.729297607
Star Pupil,7,1.814285714,0.657763682
Tend the Pests,1,1.8,0
Divide by Zero,3,1.8,0.6164414
Daemogoth Titan,5,1.8,0.704272674
"Uvilda, Dean of Perfection // Nassari, Dean of Expression",2,1.8,0.6
Sparring Regimen,6,1.783333333,0.520949987
"Extus, Oriq Overlord // Awaken the Blood Avatar",17,1.776470588,0.550432356
Multiple Choice,41,1.773170732,0.505590401
Archmage Emeritus,14,1.771428571,0.626131629
Umbral Juke,5,1.76,0.436348485
Illuminate History,2,1.75,0.25
Study Break,2,1.75,0.25
Spiteful Squad,2,1.75,0.25
Thunderous Orator,6,1.75,0.359397644
Pestilent Cauldron // Restorative Burst,2,1.75,0.25
Flamescroll Celebrant // Revel in Silence,15,1.746666667,0.599851834
Solve the Equation,8,1.725,0.443705984
Detention Vortex,5,1.72,0.487442304
Blot Out the Sky,16,1.71875,0.555898766
Reject,10,1.71,0.427668096
Environmental Sciences,5,1.7,0.485798312
Frost Trickster,8,1.7,0.380788655
Silverquill Campus,1,1.7,0
Double Major,5,1.7,0.289827535
Campus Guide,1,1.7,0
Mentor's Guidance,2,1.7,0.3
Devouring Tendrils,2,1.65,0.55
Crackle with Power,2,1.65,0.15
Pillardrop Rescuer,2,1.65,0.15
Ingenious Mastery,2,1.65,0.35
Resculpt,4,1.625,0.544862368
Deadly Brew,5,1.62,0.16
"Mavinda, Students' Advocate",6,1.616666667,0.708088193
Flunk,6,1.616666667,0.405859855
Crushing Disappointment,1,1.6,0
Beaming Defiance,2,1.6,0.4
Necrotic Fumes,3,1.6,0.326598632
"Blex, Vexing Pest // Search for Blex",4,1.575,0.334477204
Fervent Mastery,3,1.566666667,0.492160769
Maelstrom Muse,2,1.55,0.45
Witherbloom Apprentice,4,1.55,0.206155281
Quandrix Cultivator,2,1.55,0.35
Sudden Breakthrough,3,1.533333333,0.368178701
Promising Duskmage,2,1.5,0
Hall Monitor,3,1.5,0
Overgrown Arch,1,1.5,0
Illustrious Historian,1,1.5,0
Letter of Acceptance,1,1.5,0
Aether Helix,1,1.5,0
Body of Research,1,1.5,0
Start from Scratch,1,1.5,0
Eager First-Year,1,1.5,0
Heated Debate,2,1.5,0.5
Field Trip,1,1.5,0
Secret Rendezvous,3,1.466666667,0.368178701
Go Blank,6,1.45,0.243241992
Access Tunnel,2,1.4,0.2
Specter of the Fens,1,1.4,0
Guiding Voice,3,1.366666667,0.262466929
Tenured Inkcaster,2,1.35,0.15
Mage Hunter,2,1.35,0.15
First Day of Class,2,1.35,0.35
Show of Confidence,5,1.34,0.28
Pilgrim of the Ages,1,1.3,0
Fortifying Draught,2,1.3,0.2
Stonebinder's Familiar,6,1.3,0.21602469
"Kianne, Dean of Substance // Imbraham, Dean of Theory",3,1.266666667,0.249443826
Arrogant Poet,3,1.266666667,0.169967317
Expel,3,1.266666667,0.205480467
Unwilling Ingredient,2,1.25,0.25
Teachings of the Archaics,2,1.25,0.25
Augmenter Pugilist // Echoing Equation,4,1.225,0.389711432
Team Pennant,4,1.225,0.286138079
Harness Infinity,1,1.2,0
Mascot Interception,1,1.1,0
Stonerise Spirit,2,1.1,0.1
Reflective Golem,2,1.1,0.1
Enthusiastic Study,1,1,0
Practical Research,1,1,0
Golden Ratio,1,1,0
Defend the Campus,1,1,0
Tome Shredder,1,1,0
Burrog Befuddler,1,1,0